Date,Value
2017-10-20,100.7
2017-10-23,100.7
2017-10-24,100.7
2017-10-25,100.7
2017-10-26,100.7
2017-10-27,100.7
2017-10-30,100.7
2017-10-31,100.7
2017-11-01,98.5
2017-11-02,98.5
2017-11-03,98.5
2017-11-06,98.5
2017-11-07,98.5
2017-11-08,98.5
2017-11-09,98.5
2017-11-10,98.5
2017-11-13,98.5
2017-11-14,98.5
2017-11-15,98.5
2017-11-16,98.5
2017-11-17,98.5
2017-11-20,98.5
2017-11-21,98.5
2017-11-22,98.5
2017-11-23,98.5
2017-11-24,98.5
2017-11-27,98.5
2017-11-28,98.5
2017-11-29,98.5
2017-11-30,98.5
2017-12-01,95.9
2017-12-04,95.9
2017-12-05,95.9
2017-12-06,95.9
2017-12-07,95.9
2017-12-08,95.9
2017-12-11,95.9
2017-12-12,95.9
2017-12-13,95.9
2017-12-14,95.9
2017-12-15,95.9
2017-12-18,95.9
2017-12-19,95.9
2017-12-20,95.9
2017-12-21,95.9
2017-12-22,95.9
2017-12-25,95.9
2017-12-26,95.9
2017-12-27,95.9
2017-12-28,95.9
2017-12-29,95.9
2018-01-01,95.7
2018-01-02,95.7
2018-01-03,95.7
2018-01-04,95.7
2018-01-05,95.7
2018-01-08,95.7
2018-01-09,95.7
2018-01-10,95.7
2018-01-11,95.7
2018-01-12,95.7
2018-01-15,95.7
2018-01-16,95.7
2018-01-17,95.7
2018-01-18,95.7
2018-01-19,95.7
2018-01-22,95.7
2018-01-23,95.7
2018-01-24,95.7
2018-01-25,95.7
2018-01-26,95.7
2018-01-29,95.7
2018-01-30,95.7
2018-01-31,95.7
2018-02-01,99.7
2018-02-02,99.7
2018-02-05,99.7
2018-02-06,99.7
2018-02-07,99.7
2018-02-08,99.7
2018-02-09,99.7
2018-02-12,99.7
2018-02-13,99.7
2018-02-14,99.7
2018-02-15,99.7
2018-02-16,99.7
2018-02-19,99.7
2018-02-20,99.7
2018-02-21,99.7
2018-02-22,99.7
2018-02-23,99.7
2018-02-26,99.7
2018-02-27,99.7
2018-02-28,99.7
2018-03-01,101.4
2018-03-02,101.4
2018-03-05,101.4
2018-03-06,101.4
2018-03-07,101.4
2018-03-08,101.4
2018-03-09,101.4
2018-03-12,101.4
2018-03-13,101.4
2018-03-14,101.4
2018-03-15,101.4
2018-03-16,101.4
2018-03-19,101.4
2018-03-20,101.4
2018-03-21,101.4
2018-03-22,101.4
2018-03-23,101.4
2018-03-26,101.4
2018-03-27,101.4
2018-03-28,101.4
2018-03-29,101.4
2018-03-30,101.4
2018-04-02,98.8
2018-04-03,98.8
2018-04-04,98.8
2018-04-05,98.8
2018-04-06,98.8
2018-04-09,98.8
2018-04-10,98.8
2018-04-11,98.8
2018-04-12,98.8
2018-04-13,98.8
2018-04-16,98.8
2018-04-17,98.8
2018-04-18,98.8
2018-04-19,98.8
2018-04-20,98.8
2018-04-23,98.8
2018-04-24,98.8
2018-04-25,98.8
2018-04-26,98.8
2018-04-27,98.8
2018-04-30,98.8
2018-05-01,98.0
2018-05-02,98.0
2018-05-03,98.0
2018-05-04,98.0
2018-05-07,98.0
2018-05-08,98.0
2018-05-09,98.0
2018-05-10,98.0
2018-05-11,98.0
2018-05-14,98.0
2018-05-15,98.0
2018-05-16,98.0
2018-05-17,98.0
2018-05-18,98.0
2018-05-21,98.0
2018-05-22,98.0
2018-05-23,98.0
2018-05-24,98.0
2018-05-25,98.0
2018-05-28,98.0
2018-05-29,98.0
2018-05-30,98.0
2018-05-31,98.0
2018-06-01,98.2
2018-06-04,98.2
2018-06-05,98.2
2018-06-06,98.2
2018-06-07,98.2
2018-06-08,98.2
2018-06-11,98.2
2018-06-12,98.2
2018-06-13,98.2
2018-06-14,98.2
2018-06-15,98.2
2018-06-18,98.2
2018-06-19,98.2
2018-06-20,98.2
2018-06-21,98.2
2018-06-22,98.2
2018-06-25,98.2
2018-06-26,98.2
2018-06-27,98.2
2018-06-28,98.2
2018-06-29,98.2
2018-07-02,97.9
2018-07-03,97.9
2018-07-04,97.9
2018-07-05,97.9
2018-07-06,97.9
2018-07-09,97.9
2018-07-10,97.9
2018-07-11,97.9
2018-07-12,97.9
2018-07-13,97.9
2018-07-16,97.9
2018-07-17,97.9
2018-07-18,97.9
2018-07-19,97.9
2018-07-20,97.9
2018-07-23,97.9
2018-07-24,97.9
2018-07-25,97.9
2018-07-26,97.9
2018-07-27,97.9
2018-07-30,97.9
2018-07-31,97.9
2018-08-01,96.2
2018-08-02,96.2
2018-08-03,96.2
2018-08-06,96.2
2018-08-07,96.2
2018-08-08,96.2
2018-08-09,96.2
2018-08-10,96.2
2018-08-13,96.2
2018-08-14,96.2
2018-08-15,96.2
2018-08-16,96.2
2018-08-17,96.2
2018-08-20,96.2
2018-08-21,96.2
2018-08-22,96.2
2018-08-23,96.2
2018-08-24,96.2
2018-08-27,96.2
2018-08-28,96.2
2018-08-29,96.2
2018-08-30,96.2
2018-08-31,96.2
2018-09-03,100.1
2018-09-04,100.1
2018-09-05,100.1
2018-09-06,100.1
2018-09-07,100.1
2018-09-10,100.1
2018-09-11,100.1
2018-09-12,100.1
2018-09-13,100.1
2018-09-14,100.1
2018-09-17,100.1
2018-09-18,100.1
2018-09-19,100.1
2018-09-20,100.1
2018-09-21,100.1
2018-09-24,100.1
2018-09-25,100.1
2018-09-26,100.1
2018-09-27,100.1
2018-09-28,100.1
2018-10-01,98.6
2018-10-02,98.6
2018-10-03,98.6
2018-10-04,98.6
2018-10-05,98.6
2018-10-08,98.6
2018-10-09,98.6
2018-10-10,98.6
2018-10-11,98.6
2018-10-12,98.6
2018-10-15,98.6
2018-10-16,98.6
2018-10-17,98.6
2018-10-18,98.6
2018-10-19,98.6
2018-10-22,98.6
2018-10-23,98.6
2018-10-24,98.6
2018-10-25,98.6
2018-10-26,98.6
2018-10-29,98.6
2018-10-30,98.6
2018-10-31,98.6
2018-11-01,97.5
2018-11-02,97.5
2018-11-05,97.5
2018-11-06,97.5
2018-11-07,97.5
2018-11-08,97.5
2018-11-09,97.5
2018-11-12,97.5
2018-11-13,97.5
2018-11-14,97.5
2018-11-15,97.5
2018-11-16,97.5
2018-11-19,97.5
2018-11-20,97.5
2018-11-21,97.5
2018-11-22,97.5
2018-11-23,97.5
2018-11-26,97.5
2018-11-27,97.5
2018-11-28,97.5
2018-11-29,97.5
2018-11-30,97.5
2018-12-03,98.3
2018-12-04,98.3
2018-12-05,98.3
2018-12-06,98.3
2018-12-07,98.3
2018-12-10,98.3
2018-12-11,98.3
2018-12-12,98.3
2018-12-13,98.3
2018-12-14,98.3
2018-12-17,98.3
2018-12-18,98.3
2018-12-19,98.3
2018-12-20,98.3
2018-12-21,98.3
2018-12-24,98.3
2018-12-25,98.3
2018-12-26,98.3
2018-12-27,98.3
2018-12-28,98.3
2018-12-31,98.3
2019-01-01,91.2
2019-01-02,91.2
2019-01-03,91.2
2019-01-04,91.2
2019-01-07,91.2
2019-01-08,91.2
2019-01-09,91.2
2019-01-10,91.2
2019-01-11,91.2
2019-01-14,91.2
2019-01-15,91.2
2019-01-16,91.2
2019-01-17,91.2
2019-01-18,91.2
2019-01-21,91.2
2019-01-22,91.2
2019-01-23,91.2
2019-01-24,91.2
2019-01-25,91.2
2019-01-28,91.2
2019-01-29,91.2
2019-01-30,91.2
2019-01-31,91.2
2019-02-01,93.8
2019-02-04,93.8
2019-02-05,93.8
2019-02-06,93.8
2019-02-07,93.8
2019-02-08,93.8
2019-02-11,93.8
2019-02-12,93.8
2019-02-13,93.8
2019-02-14,93.8
2019-02-15,93.8
2019-02-18,93.8
2019-02-19,93.8
2019-02-20,93.8
2019-02-21,93.8
2019-02-22,93.8
2019-02-25,93.8
2019-02-26,93.8
2019-02-27,93.8
2019-02-28,93.8
2019-03-01,98.4
2019-03-04,98.4
2019-03-05,98.4
2019-03-06,98.4
2019-03-07,98.4
2019-03-08,98.4
2019-03-11,98.4
2019-03-12,98.4
2019-03-13,98.4
2019-03-14,98.4
2019-03-15,98.4
2019-03-18,98.4
2019-03-19,98.4
2019-03-20,98.4
2019-03-21,98.4
2019-03-22,98.4
2019-03-25,98.4
2019-03-26,98.4
2019-03-27,98.4
2019-03-28,98.4
2019-03-29,98.4
2019-04-01,97.2
2019-04-02,97.2
2019-04-03,97.2
2019-04-04,97.2
2019-04-05,97.2
2019-04-08,97.2
2019-04-09,97.2
2019-04-10,97.2
2019-04-11,97.2
2019-04-12,97.2
2019-04-15,97.2
2019-04-16,97.2
2019-04-17,97.2
2019-04-18,97.2
2019-04-19,97.2
2019-04-22,97.2
2019-04-23,97.2
2019-04-24,97.2
2019-04-25,97.2
2019-04-26,97.2
2019-04-29,97.2
2019-04-30,97.2
2019-05-01,100.0
2019-05-02,100.0
2019-05-03,100.0
2019-05-06,100.0
2019-05-07,100.0
2019-05-08,100.0
2019-05-09,100.0
2019-05-10,100.0
2019-05-13,100.0
2019-05-14,100.0
2019-05-15,100.0
2019-05-16,100.0
2019-05-17,100.0
2019-05-20,100.0
2019-05-21,100.0
2019-05-22,100.0
2019-05-23,100.0
2019-05-24,100.0
2019-05-27,100.0
2019-05-28,100.0
2019-05-29,100.0
2019-05-30,100.0
2019-05-31,100.0
2019-06-03,98.2
2019-06-04,98.2
2019-06-05,98.2
2019-06-06,98.2
2019-06-07,98.2
2019-06-10,98.2
2019-06-11,98.2
2019-06-12,98.2
2019-06-13,98.2
2019-06-14,98.2
2019-06-17,98.2
2019-06-18,98.2
2019-06-19,98.2
2019-06-20,98.2
2019-06-21,98.2
2019-06-24,98.2
2019-06-25,98.2
2019-06-26,98.2
2019-06-27,98.2
2019-06-28,98.2
2019-07-01,98.4
2019-07-02,98.4
2019-07-03,98.4
2019-07-04,98.4
2019-07-05,98.4
2019-07-08,98.4
2019-07-09,98.4
2019-07-10,98.4
2019-07-11,98.4
2019-07-12,98.4
2019-07-15,98.4
2019-07-16,98.4
2019-07-17,98.4
2019-07-18,98.4
2019-07-19,98.4
2019-07-22,98.4
2019-07-23,98.4
2019-07-24,98.4
2019-07-25,98.4
2019-07-26,98.4
2019-07-29,98.4
2019-07-30,98.4
2019-07-31,98.4
2019-08-01,89.8
2019-08-02,89.8
2019-08-05,89.8
2019-08-06,89.8
2019-08-07,89.8
2019-08-08,89.8
2019-08-09,89.8
2019-08-12,89.8
2019-08-13,89.8
2019-08-14,89.8
2019-08-15,89.8
2019-08-16,89.8
2019-08-19,89.8
2019-08-20,89.8
2019-08-21,89.8
2019-08-22,89.8
2019-08-23,89.8
2019-08-26,89.8
2019-08-27,89.8
2019-08-28,89.8
2019-08-29,89.8
2019-08-30,89.8
2019-09-02,93.2
2019-09-03,93.2
2019-09-04,93.2
2019-09-05,93.2
2019-09-06,93.2
2019-09-09,93.2
2019-09-10,93.2
2019-09-11,93.2
2019-09-12,93.2
2019-09-13,93.2
2019-09-16,93.2
2019-09-17,93.2
2019-09-18,93.2
2019-09-19,93.2
2019-09-20,93.2
2019-09-23,93.2
2019-09-24,93.2
2019-09-25,93.2
2019-09-26,93.2
2019-09-27,93.2
2019-09-30,93.2
2019-10-01,95.5
2019-10-02,95.5
2019-10-03,95.5
2019-10-04,95.5
2019-10-07,95.5
2019-10-08,95.5
2019-10-09,95.5
2019-10-10,95.5
2019-10-11,95.5
2019-10-14,95.5
2019-10-15,95.5
2019-10-16,95.5
2019-10-17,95.5
2019-10-18,95.5
2019-10-21,95.5
2019-10-22,95.5
2019-10-23,95.5
2019-10-24,95.5
2019-10-25,95.5
2019-10-28,95.5
2019-10-29,95.5
2019-10-30,95.5
2019-10-31,95.5
2019-11-01,96.8
2019-11-04,96.8
2019-11-05,96.8
2019-11-06,96.8
2019-11-07,96.8
2019-11-08,96.8
2019-11-11,96.8
2019-11-12,96.8
2019-11-13,96.8
2019-11-14,96.8
2019-11-15,96.8
2019-11-18,96.8
2019-11-19,96.8
2019-11-20,96.8
2019-11-21,96.8
2019-11-22,96.8
2019-11-25,96.8
2019-11-26,96.8
2019-11-27,96.8
2019-11-28,96.8
2019-11-29,96.8
2019-12-02,99.3
2019-12-03,99.3
2019-12-04,99.3
2019-12-05,99.3
2019-12-06,99.3
2019-12-09,99.3
2019-12-10,99.3
2019-12-11,99.3
2019-12-12,99.3
2019-12-13,99.3
2019-12-16,99.3
2019-12-17,99.3
2019-12-18,99.3
2019-12-19,99.3
2019-12-20,99.3
2019-12-23,99.3
2019-12-24,99.3
2019-12-25,99.3
2019-12-26,99.3
2019-12-27,99.3
2019-12-30,99.3
2019-12-31,99.3
2020-01-01,99.8
2020-01-02,99.8
2020-01-03,99.8
2020-01-06,99.8
2020-01-07,99.8
2020-01-08,99.8
2020-01-09,99.8
2020-01-10,99.8
2020-01-13,99.8
2020-01-14,99.8
2020-01-15,99.8
2020-01-16,99.8
2020-01-17,99.8
2020-01-20,99.8
2020-01-21,99.8
2020-01-22,99.8
2020-01-23,99.8
2020-01-24,99.8
2020-01-27,99.8
2020-01-28,99.8
2020-01-29,99.8
2020-01-30,99.8
2020-01-31,99.8
2020-02-03,101.0
2020-02-04,101.0
2020-02-05,101.0
2020-02-06,101.0
2020-02-07,101.0
2020-02-10,101.0
2020-02-11,101.0
2020-02-12,101.0
2020-02-13,101.0
2020-02-14,101.0
2020-02-17,101.0
2020-02-18,101.0
2020-02-19,101.0
2020-02-20,101.0
2020-02-21,101.0
2020-02-24,101.0
2020-02-25,101.0
2020-02-26,101.0
2020-02-27,101.0
2020-02-28,101.0
2020-03-02,89.1
2020-03-03,89.1
2020-03-04,89.1
2020-03-05,89.1
2020-03-06,89.1
2020-03-09,89.1
2020-03-10,89.1
2020-03-11,89.1
2020-03-12,89.1
2020-03-13,89.1
2020-03-16,89.1
2020-03-17,89.1
2020-03-18,89.1
2020-03-19,89.1
2020-03-20,89.1
2020-03-23,89.1
2020-03-24,89.1
2020-03-25,89.1
2020-03-26,89.1
2020-03-27,89.1
2020-03-30,89.1
2020-03-31,89.1
2020-04-01,71.8
2020-04-02,71.8
2020-04-03,71.8
2020-04-06,71.8
2020-04-07,71.8
2020-04-08,71.8
2020-04-09,71.8
2020-04-10,71.8
2020-04-13,71.8
2020-04-14,71.8
2020-04-15,71.8
2020-04-16,71.8
2020-04-17,71.8
2020-04-20,71.8
2020-04-21,71.8
2020-04-22,71.8
2020-04-23,71.8
2020-04-24,71.8
2020-04-27,71.8
2020-04-28,71.8
2020-04-29,71.8
2020-04-30,71.8
2020-05-01,72.3
2020-05-04,72.3
2020-05-05,72.3
2020-05-06,72.3
2020-05-07,72.3
2020-05-08,72.3
2020-05-11,72.3
2020-05-12,72.3
2020-05-13,72.3
2020-05-14,72.3
2020-05-15,72.3
2020-05-18,72.3
2020-05-19,72.3
2020-05-20,72.3
2020-05-21,72.3
2020-05-22,72.3
2020-05-25,72.3
2020-05-26,72.3
2020-05-27,72.3
2020-05-28,72.3
2020-05-29,72.3
2020-06-01,78.1
2020-06-02,78.1
2020-06-03,78.1
2020-06-04,78.1
2020-06-05,78.1
2020-06-08,78.1
2020-06-09,78.1
2020-06-10,78.1
2020-06-11,78.1
2020-06-12,78.1
2020-06-15,78.1
2020-06-16,78.1
2020-06-17,78.1
2020-06-18,78.1
2020-06-19,78.1
2020-06-22,78.1
2020-06-23,78.1
2020-06-24,78.1
2020-06-25,78.1
2020-06-26,78.1
2020-06-29,78.1
2020-06-30,78.1
2020-07-01,72.5
2020-07-02,72.5
2020-07-03,72.5
2020-07-06,72.5
2020-07-07,72.5
2020-07-08,72.5
2020-07-09,72.5
2020-07-10,72.5
2020-07-13,72.5
2020-07-14,72.5
2020-07-15,72.5
2020-07-16,72.5
2020-07-17,72.5
2020-07-20,72.5
2020-07-21,72.5
2020-07-22,72.5
2020-07-23,72.5
2020-07-24,72.5
2020-07-27,72.5
2020-07-28,72.5
2020-07-29,72.5
2020-07-30,72.5
2020-07-31,72.5
2020-08-03,74.1
2020-08-04,74.1
2020-08-05,74.1
2020-08-06,74.1
2020-08-07,74.1
2020-08-10,74.1
2020-08-11,74.1
2020-08-12,74.1
2020-08-13,74.1
2020-08-14,74.1
2020-08-17,74.1
2020-08-18,74.1
2020-08-19,74.1
2020-08-20,74.1
2020-08-21,74.1
2020-08-24,74.1
2020-08-25,74.1
2020-08-26,74.1
2020-08-27,74.1
2020-08-28,74.1
2020-08-31,74.1
2020-09-01,80.4
2020-09-02,80.4
2020-09-03,80.4
2020-09-04,80.4
2020-09-07,80.4
2020-09-08,80.4
2020-09-09,80.4
2020-09-10,80.4
2020-09-11,80.4
2020-09-14,80.4
2020-09-15,80.4
2020-09-16,80.4
2020-09-17,80.4
2020-09-18,80.4
2020-09-21,80.4
2020-09-22,80.4
2020-09-23,80.4
2020-09-24,80.4
2020-09-25,80.4
2020-09-28,80.4
2020-09-29,80.4
2020-09-30,80.4
2020-10-01,81.8
2020-10-02,81.8
2020-10-05,81.8
2020-10-06,81.8
2020-10-07,81.8
2020-10-08,81.8
2020-10-09,81.8
2020-10-12,81.8
2020-10-13,81.8
2020-10-14,81.8
2020-10-15,81.8
2020-10-16,81.8
2020-10-19,81.8
2020-10-20,81.8
2020-10-21,81.8
2020-10-22,81.8
2020-10-23,81.8
2020-10-26,81.8
2020-10-27,81.8
2020-10-28,81.8
2020-10-29,81.8
2020-10-30,81.8
2020-11-02,76.9
2020-11-03,76.9
2020-11-04,76.9
2020-11-05,76.9
2020-11-06,76.9
2020-11-09,76.9
2020-11-10,76.9
2020-11-11,76.9
2020-11-12,76.9
2020-11-13,76.9
2020-11-16,76.9
2020-11-17,76.9
2020-11-18,76.9
2020-11-19,76.9
2020-11-20,76.9
2020-11-23,76.9
2020-11-24,76.9
2020-11-25,76.9
2020-11-26,76.9
2020-11-27,76.9
2020-11-30,76.9
2020-12-01,80.7
2020-12-02,80.7
2020-12-03,80.7
2020-12-04,80.7
2020-12-07,80.7
2020-12-08,80.7
2020-12-09,80.7
2020-12-10,80.7
2020-12-11,80.7
2020-12-14,80.7
2020-12-15,80.7
2020-12-16,80.7
2020-12-17,80.7
2020-12-18,80.7
2020-12-21,80.7
2020-12-22,80.7
2020-12-23,80.7
2020-12-24,80.7
2020-12-25,80.7
2020-12-28,80.7
2020-12-29,80.7
2020-12-30,80.7
2020-12-31,80.7
2021-01-01,79.0
2021-01-04,79.0
2021-01-05,79.0
2021-01-06,79.0
2021-01-07,79.0
2021-01-08,79.0
2021-01-11,79.0
2021-01-12,79.0
2021-01-13,79.0
2021-01-14,79.0
2021-01-15,79.0
2021-01-18,79.0
2021-01-19,79.0
2021-01-20,79.0
2021-01-21,79.0
2021-01-22,79.0
2021-01-25,79.0
2021-01-26,79.0
2021-01-27,79.0
2021-01-28,79.0
2021-01-29,79.0
2021-02-01,76.8
2021-02-02,76.8
2021-02-03,76.8
2021-02-04,76.8
2021-02-05,76.8
2021-02-08,76.8
2021-02-09,76.8
2021-02-10,76.8
2021-02-11,76.8
2021-02-12,76.8
2021-02-15,76.8
2021-02-16,76.8
2021-02-17,76.8
2021-02-18,76.8
2021-02-19,76.8
2021-02-22,76.8
2021-02-23,76.8
2021-02-24,76.8
2021-02-25,76.8
2021-02-26,76.8
2021-03-01,84.9
2021-03-02,84.9
2021-03-03,84.9
2021-03-04,84.9
2021-03-05,84.9
2021-03-08,84.9
2021-03-09,84.9
2021-03-10,84.9
2021-03-11,84.9
2021-03-12,84.9
2021-03-15,84.9
2021-03-16,84.9
2021-03-17,84.9
2021-03-18,84.9
2021-03-19,84.9
2021-03-22,84.9
2021-03-23,84.9
2021-03-24,84.9
2021-03-25,84.9
2021-03-26,84.9
2021-03-29,84.9
2021-03-30,84.9
2021-03-31,84.9
2021-04-01,88.3
2021-04-02,88.3
2021-04-05,88.3
2021-04-06,88.3
2021-04-07,88.3
2021-04-08,88.3
2021-04-09,88.3
2021-04-12,88.3
2021-04-13,88.3
2021-04-14,88.3
2021-04-15,88.3
2021-04-16,88.3
2021-04-19,88.3
2021-04-20,88.3
2021-04-21,88.3
2021-04-22,88.3
2021-04-23,88.3
2021-04-26,88.3
2021-04-27,88.3
2021-04-28,88.3
2021-04-29,88.3
2021-04-30,88.3
2021-05-03,82.9
2021-05-04,82.9
2021-05-05,82.9
2021-05-06,82.9
2021-05-07,82.9
2021-05-10,82.9
2021-05-11,82.9
2021-05-12,82.9
2021-05-13,82.9
2021-05-14,82.9
2021-05-17,82.9
2021-05-18,82.9
2021-05-19,82.9
2021-05-20,82.9
2021-05-21,82.9
2021-05-24,82.9
2021-05-25,82.9
2021-05-26,82.9
2021-05-27,82.9
2021-05-28,82.9
2021-05-31,82.9
2021-06-01,85.5
2021-06-02,85.5
2021-06-03,85.5
2021-06-04,85.5
2021-06-07,85.5
2021-06-08,85.5
2021-06-09,85.5
2021-06-10,85.5
2021-06-11,85.5
2021-06-14,85.5
2021-06-15,85.5
2021-06-16,85.5
2021-06-17,85.5
2021-06-18,85.5
2021-06-21,85.5
2021-06-22,85.5
2021-06-23,85.5
2021-06-24,85.5
2021-06-25,85.5
2021-06-28,85.5
2021-06-29,85.5
2021-06-30,85.5
2021-07-01,81.2
2021-07-02,81.2
2021-07-05,81.2
2021-07-06,81.2
2021-07-07,81.2
2021-07-08,81.2
2021-07-09,81.2
2021-07-12,81.2
2021-07-13,81.2
2021-07-14,81.2
2021-07-15,81.2
2021-07-16,81.2
2021-07-19,81.2
2021-07-20,81.2
2021-07-21,81.2
2021-07-22,81.2
2021-07-23,81.2
2021-07-26,81.2
2021-07-27,81.2
2021-07-28,81.2
2021-07-29,81.2
2021-07-30,81.2
2021-08-02,70.3
2021-08-03,70.3
2021-08-04,70.3
2021-08-05,70.3
2021-08-06,70.3
2021-08-09,70.3
2021-08-10,70.3
2021-08-11,70.3
2021-08-12,70.3
2021-08-13,70.3
2021-08-16,70.3
2021-08-17,70.3
2021-08-18,70.3
2021-08-19,70.3
2021-08-20,70.3
2021-08-23,70.3
2021-08-24,70.3
2021-08-25,70.3
2021-08-26,70.3
2021-08-27,70.3
2021-08-30,70.3
2021-08-31,70.3
2021-09-01,72.8
2021-09-02,72.8
2021-09-03,72.8
2021-09-06,72.8
2021-09-07,72.8
2021-09-08,72.8
2021-09-09,72.8
2021-09-10,72.8
2021-09-13,72.8
2021-09-14,72.8
2021-09-15,72.8
2021-09-16,72.8
2021-09-17,72.8
2021-09-20,72.8
2021-09-21,72.8
2021-09-22,72.8
2021-09-23,72.8
2021-09-24,72.8
2021-09-27,72.8
2021-09-28,72.8
2021-09-29,72.8
2021-09-30,72.8
2021-10-01,71.7
2021-10-04,71.7
2021-10-05,71.7
2021-10-06,71.7
2021-10-07,71.7
2021-10-08,71.7
2021-10-11,71.7
2021-10-12,71.7
2021-10-13,71.7
2021-10-14,71.7
2021-10-15,71.7
2021-10-18,71.7
2021-10-19,71.7
2021-10-20,71.7
2021-10-21,71.7
2021-10-22,71.7
2021-10-25,71.7
2021-10-26,71.7
2021-10-27,71.7
2021-10-28,71.7
2021-10-29,71.7
2021-11-01,67.4
2021-11-02,67.4
2021-11-03,67.4
2021-11-04,67.4
2021-11-05,67.4
2021-11-08,67.4
2021-11-09,67.4
2021-11-10,67.4
2021-11-11,67.4
2021-11-12,67.4
2021-11-15,67.4
2021-11-16,67.4
2021-11-17,67.4
2021-11-18,67.4
2021-11-19,67.4
2021-11-22,67.4
2021-11-23,67.4
2021-11-24,67.4
2021-11-25,67.4
2021-11-26,67.4
2021-11-29,67.4
2021-11-30,67.4
2021-12-01,70.6
2021-12-02,70.6
2021-12-03,70.6
2021-12-06,70.6
2021-12-07,70.6
2021-12-08,70.6
2021-12-09,70.6
2021-12-10,70.6
2021-12-13,70.6
2021-12-14,70.6
2021-12-15,70.6
2021-12-16,70.6
2021-12-17,70.6
2021-12-20,70.6
2021-12-21,70.6
2021-12-22,70.6
2021-12-23,70.6
2021-12-24,70.6
2021-12-27,70.6
2021-12-28,70.6
2021-12-29,70.6
2021-12-30,70.6
2021-12-31,70.6
2022-01-03,67.2
2022-01-04,67.2
2022-01-05,67.2
2022-01-06,67.2
2022-01-07,67.2
2022-01-10,67.2
2022-01-11,67.2
2022-01-12,67.2
2022-01-13,67.2
2022-01-14,67.2
2022-01-17,67.2
2022-01-18,67.2
2022-01-19,67.2
2022-01-20,67.2
2022-01-21,67.2
2022-01-24,67.2
2022-01-25,67.2
2022-01-26,67.2
2022-01-27,67.2
2022-01-28,67.2
2022-01-31,67.2
2022-02-01,62.8
2022-02-02,62.8
2022-02-03,62.8
2022-02-04,62.8
2022-02-07,62.8
2022-02-08,62.8
2022-02-09,62.8
2022-02-10,62.8
2022-02-11,62.8
2022-02-14,62.8
2022-02-15,62.8
2022-02-16,62.8
2022-02-17,62.8
2022-02-18,62.8
2022-02-21,62.8
2022-02-22,62.8
2022-02-23,62.8
2022-02-24,62.8
2022-02-25,62.8
2022-02-28,62.8
2022-03-01,59.4
2022-03-02,59.4
2022-03-03,59.4
2022-03-04,59.4
2022-03-07,59.4
2022-03-08,59.4
2022-03-09,59.4
2022-03-10,59.4
2022-03-11,59.4
2022-03-14,59.4
2022-03-15,59.4
2022-03-16,59.4
2022-03-17,59.4
2022-03-18,59.4
2022-03-21,59.4
2022-03-22,59.4
2022-03-23,59.4
2022-03-24,59.4
2022-03-25,59.4
2022-03-28,59.4
2022-03-29,59.4
2022-03-30,59.4
2022-03-31,59.4
2022-04-01,65.2
2022-04-04,65.2
2022-04-05,65.2
2022-04-06,65.2
2022-04-07,65.2
2022-04-08,65.2
2022-04-11,65.2
2022-04-12,65.2
2022-04-13,65.2
2022-04-14,65.2
2022-04-15,65.2
2022-04-18,65.2
2022-04-19,65.2
2022-04-20,65.2
2022-04-21,65.2
2022-04-22,65.2
2022-04-25,65.2
2022-04-26,65.2
2022-04-27,65.2
2022-04-28,65.2
2022-04-29,65.2
2022-05-02,58.4
2022-05-03,58.4
2022-05-04,58.4
2022-05-05,58.4
2022-05-06,58.4
2022-05-09,58.4
2022-05-10,58.4
2022-05-11,58.4
2022-05-12,58.4
2022-05-13,58.4
2022-05-16,58.4
2022-05-17,58.4
2022-05-18,58.4
2022-05-19,58.4
2022-05-20,58.4
2022-05-23,58.4
2022-05-24,58.4
2022-05-25,58.4
2022-05-26,58.4
2022-05-27,58.4
2022-05-30,58.4
2022-05-31,58.4
2022-06-01,50.0
2022-06-02,50.0
2022-06-03,50.0
2022-06-06,50.0
2022-06-07,50.0
2022-06-08,50.0
2022-06-09,50.0
2022-06-10,50.0
2022-06-13,50.0
2022-06-14,50.0
2022-06-15,50.0
2022-06-16,50.0
2022-06-17,50.0
2022-06-20,50.0
2022-06-21,50.0
2022-06-22,50.0
2022-06-23,50.0
2022-06-24,50.0
2022-06-27,50.0
2022-06-28,50.0
2022-06-29,50.0
2022-06-30,50.0
2022-07-01,51.5
2022-07-04,51.5
2022-07-05,51.5
2022-07-06,51.5
2022-07-07,51.5
2022-07-08,51.5
2022-07-11,51.5
2022-07-12,51.5
2022-07-13,51.5
2022-07-14,51.5
2022-07-15,51.5
2022-07-18,51.5
2022-07-19,51.5
2022-07-20,51.5
2022-07-21,51.5
2022-07-22,51.5
2022-07-25,51.5
2022-07-26,51.5
2022-07-27,51.5
2022-07-28,51.5
2022-07-29,51.5
2022-08-01,58.2
2022-08-02,58.2
2022-08-03,58.2
2022-08-04,58.2
2022-08-05,58.2
2022-08-08,58.2
2022-08-09,58.2
2022-08-10,58.2
2022-08-11,58.2
2022-08-12,58.2
2022-08-15,58.2
2022-08-16,58.2
2022-08-17,58.2
2022-08-18,58.2
2022-08-19,58.2
2022-08-22,58.2
2022-08-23,58.2
2022-08-24,58.2
2022-08-25,58.2
2022-08-26,58.2
2022-08-29,58.2
2022-08-30,58.2
2022-08-31,58.2
2022-09-01,58.6
2022-09-02,58.6
2022-09-05,58.6
